id;price;speed;hd;ram;screen;cd;multi;premium;ads;trend
20128;4547;33;528;16;14;no;no;yes;246;2
20129;4896;25;170;4;17;no;no;yes;246;1
20130;1509;33;426;8;14;no;no;yes;246;4
20131;4583;25;212;4;14;no;no;yes;246;2
20132;3503;66;426;8;15;no;no;yes;246;2
20133;4728;66;214;4;15;no;no;yes;246;5
20134;5583;33;528;16;14;yes;no;yes;246;1
20135;3056;25;214;4;14;no;no;yes;246;3
20136;5491;66;214;4;14;no;no;yes;246;1
20137;5504;25;426;8;14;no;no;yes;246;3
20138;2336;33;130;4;14;no;no;yes;246;4
20139;4559;25;426;8;15;no;no;yes;246;5
20140;1649;33;120;4;14;no;no;no;246;3
20141;5009;66;540;16;15;no;no;yes;246;2
20142;1785;66;450;16;15;no;no;yes;246;4
20143;3185;25;120;4;14;no;no;no;246;3
20144;2162;33;245;8;14;no;no;no;246;2
20145;5135;25;107;2;14;no;no;yes;246;6
20146;3089;33;426;8;14;no;no;yes;246;2
20147;4477;50;240;4;14;no;no;no;246;1
20148;2350;66;130;4;14;no;no;yes;246;5
20149;2000;33;107;2;14;no;no;yes;246;6
20150;1610;33;130;4;14;no;no;yes;246;5
20151;5476;33;426;8;15;no;no;yes;246;6
20152;1871;33;214;4;14;no;no;yes;246;3
20153;1856;25;528;16;14;yes;no;yes;246;3
20154;4495;50;214;4;14;no;no;yes;246;4
20155;3087;50;107;2;15;no;no;yes;246;3
20156;3346;66;107;2;14;no;no;yes;246;2
20157;5403;66;340;8;15;no;no;yes;246;4
20158;3882;50;130;4;14;no;no;yes;246;1
20159;3486;33;340;4;14;no;no;no;246;5
20160;3755;33;120;4;14;yes;no;no;246;1
20161;2308;50;214;4;14;no;no;yes;246;6
20162;3374;66;107;2;14;no;no;yes;246;1
20163;2797;50;340;8;17;no;no;yes;246;5
20164;2347;66;424;16;15;yes;yes;yes;246;3
20165;2914;33;340;8;17;no;no;yes;246;5
20166;1807;25;107;2;14;no;no;yes;246;3
20167;2147;33;107;2;15;no;no;yes;246;2
20168;4319;25;214;4;14;yes;no;yes;246;3
20169;2183;33;245;8;14;no;no;yes;246;6
20170;2660;50;230;4;14;yes;no;yes;246;1
20171;3521;33;214;4;14;no;no;yes;246;3
20172;3543;66;424;16;17;yes;no;yes;246;5
20173;2420;25;120;4;14;no;no;no;246;3
20174;4889;33;130;4;14;no;no;yes;246;4
20175;3816;66;450;8;15;yes;no;yes;246;6
20176;2315;50;170;4;14;yes;yes;yes;246;4
20177;4300;25;426;8;14;no;no;yes;246;4
20178;1522;66;214;4;14;yes;no;yes;246;4
20179;5201;25;214;4;15;no;no;yes;246;4
20180;2775;50;214;4;14;no;no;yes;246;6
20181;2683;66;528;16;14;no;no;yes;246;1
20182;1904;33;340;8;14;yes;yes;yes;246;5
20183;2066;66;426;8;14;yes;no;yes;246;5
20184;5406;66;426;8;14;no;no;yes;246;1
20185;2179;66;426;8;14;no;no;yes;246;4
20186;3970;50;450;8;15;no;no;yes;246;5
20187;2519;25;107;2;14;no;no;yes;246;6
20188;5418;66;245;4;14;no;no;no;246;6
20189;4277;50;340;8;17;no;no;yes;246;3
20190;1858;66;170;4;14;no;no;yes;246;4
20191;1645;33;80;2;14;no;no;yes;246;2
20192;3651;25;426;8;14;no;no;yes;246;6
20193;3564;66;130;4;14;no;no;yes;246;4
20194;2660;66;245;8;14;yes;no;yes;246;2
20195;1786;66;214;4;14;no;no;yes;246;5
20196;3601;33;528;16;14;yes;no;yes;246;3
20197;4926;66;528;16;14;no;no;yes;246;4
20198;2323;50;340;4;14;no;no;yes;246;2
20199;2198;33;107;2;14;no;no;yes;246;2
20200;2799;33;120;4;14;yes;no;no;246;5
20201;2245;33;170;4;14;no;no;yes;246;2
20202;2833;50;130;4;14;no;no;yes;246;1
20203;3784;33;120;4;14;no;no;no;246;4
20204;4081;50;107;2;14;no;no;yes;246;3
20205;2119;33;107;2;14;yes;no;yes;246;4
20206;2706;33;107;2;14;no;no;yes;246;4
20207;5351;66;214;4;14;no;no;yes;246;6
20208;2340;33;212;4;14;no;no;yes;246;3
20209;3885;33;450;16;15;no;no;yes;246;4
20210;5168;33;450;8;15;no;no;yes;246;4
20211;3682;33;107;2;14;no;no;yes;246;3
20212;4971;33;528;16;14;no;no;yes;246;2
20213;2103;33;214;4;14;yes;no;yes;246;6
20214;1965;25;170;4;14;no;no;yes;246;2
20215;4124;33;214;4;14;no;no;yes;246;2
20216;3322;66;500;16;14;no;no;yes;246;5
20217;3648;50;426;8;14;no;no;yes;246;5
20218;2562;66;525;8;17;no;no;yes;246;2
20219;2820;33;130;4;14;yes;no;yes;246;1
20220;3365;50;528;16;15;no;no;yes;246;2
20221;4976;33;107;2;14;no;no;yes;246;1
20222;2947;66;450;8;15;no;no;yes;246;3
20223;3845;66;345;16;17;yes;no;yes;246;2
20224;3797;50;214;4;15;no;no;yes;246;1
20225;2588;33;340;8;17;no;no;yes;246;4
20226;4749;33;120;4;14;yes;no;no;246;3
20227;3721;66;426;8;15;no;no;yes;246;5
20228;1732;33;528;16;14;no;no;yes;246;5
20229;2110;33;212;4;14;no;no;yes;246;6
20230;4978;25;528;16;14;no;no;yes;246;1
20231;5360;33;170;4;14;yes;yes;yes;246;3
20232;4842;66;424;16;15;yes;no;yes;246;1
20233;4513;66;130;4;14;yes;no;yes;246;6
20234;2315;66;345;16;15;yes;no;yes;246;5
20235;3817;66;500;16;15;no;no;yes;246;4
20236;5036;50;340;8;15;yes;yes;yes;246;6
20237;5175;25;528;16;14;no;no;yes;246;6
20238;3509;50;320;8;15;no;no;yes;246;1
20239;2499;33;230;8;15;no;no;yes;246;2
20240;3363;33;214;4;14;yes;no;yes;246;1
20241;4989;66;500;16;14;yes;yes;yes;246;1
20242;3143;25;170;4;14;yes;yes;yes;246;5
20243;1588;33;426;8;14;no;no;yes;246;2
20244;5402;66;527;8;15;yes;no;no;246;2
20245;1519;33;340;4;14;yes;no;no;246;6
20246;5236;33;107;2;15;no;no;yes;246;4
20247;5534;33;340;8;14;no;no;yes;246;3
20248;3662;66;528;16;14;yes;no;yes;246;5
20249;4563;33;120;4;14;yes;no;no;246;1
20250;1986;33;240;4;14;no;no;no;246;6
20251;1719;66;214;4;14;no;no;yes;246;6
20252;3022;66;527;4;14;yes;no;no;246;1
20253;5559;33;426;8;14;yes;no;yes;246;2
20254;5263;33;528;16;15;no;no;yes;246;4
20255;2428;66;345;16;17;yes;no;yes;246;2
20256;2738;25;120;4;14;no;no;yes;246;6
20257;2452;50;528;16;14;no;no;yes;246;3
20258;4457;33;212;8;14;no;no;yes;246;4
20259;3045;50;528;16;14;no;no;yes;246;2
20260;2812;66;528;16;14;no;no;yes;246;1
20261;4618;33;426;8;14;no;no;yes;246;2
20262;1630;66;345;16;15;no;no;yes;246;1
20263;4516;66;107;2;14;yes;no;yes;246;3
20264;4758;50;107;2;14;no;no;yes;246;5
20265;3794;66;345;16;15;no;no;yes;246;6
20266;2189;50;426;8;14;no;no;yes;246;4
20267;5541;50;214;4;14;no;no;yes;246;6
20268;5555;66;528;16;15;no;no;yes;246;6
20269;4568;66;528;16;14;no;no;yes;246;4
20270;2889;66;527;4;15;yes;no;no;246;1
20271;4824;33;212;4;15;no;no;yes;246;2
20272;3408;50;107;2;14;no;no;yes;246;6
20273;2267;33;528;16;15;no;no;yes;246;2
20274;4492;50;528;16;14;no;no;yes;246;6
20275;2590;33;120;4;14;no;no;no;246;4
20276;5315;33;210;4;15;no;no;yes;246;5
20277;4614;33;214;4;14;no;no;yes;246;3
20278;2441;33;107;2;14;yes;no;yes;246;6
20279;2473;33;528;16;14;no;no;yes;246;1
20280;1570;66;340;8;17;no;no;yes;246;3
20281;3163;33;340;8;15;no;no;yes;246;2
20282;3107;66;212;4;14;no;no;yes;246;6
20283;1955;33;426;8;14;no;no;yes;283;2
20284;1591;66;1200;32;17;yes;no;yes;283;4
20285;1558;33;214;4;15;no;no;yes;283;6
20286;2575;66;340;4;15;no;no;yes;283;6
20287;1675;33;212;4;17;no;no;yes;283;5
20288;3026;66;426;8;15;no;no;yes;283;3
20289;4413;50;214;4;15;no;no;yes;283;1
20290;3124;25;212;4;14;yes;no;no;283;6
20291;3742;25;120;4;14;no;no;no;283;6
20292;4473;50;340;8;15;no;no;yes;283;2
20293;3454;50;426;8;14;no;no;yes;283;3
20294;2585;66;527;8;15;yes;no;no;283;3
20295;1585;33;107;2;14;no;no;yes;283;2
20296;3658;33;426;8;14;no;no;yes;283;2
20297;2928;66;426;8;14;no;no;yes;283;1
20298;2950;33;212;4;14;yes;yes;yes;283;5
20299;1671;66;527;4;15;yes;no;no;283;2
20300;2400;33;426;8;14;no;no;yes;283;2
20301;4029;25;120;4;14;yes;no;yes;283;1
20302;3518;66;1370;8;14;no;no;yes;283;2
20303;4458;33;107;2;14;no;no;yes;283;6
20304;2122;33;212;4;14;no;no;yes;283;6
20305;4880;25;528;16;14;no;no;yes;283;3
20306;5430;25;426;8;14;no;no;yes;283;1
20307;1695;33;426;8;14;no;no;yes;283;5
20308;2735;33;214;4;14;no;no;yes;283;3
20309;3157;25;120;4;14;no;no;no;283;2
20310;2520;66;340;8;17;no;no;yes;283;3
20311;2218;25;426;8;14;no;no;yes;283;5
20312;5081;66;340;4;15;no;no;yes;283;2
20313;3031;25;120;4;14;no;no;no;283;1
20314;1553;25;120;4;14;no;no;no;283;3
20315;1511;66;170;4;14;no;no;yes;283;3
20316;1974;25;107;2;14;no;no;yes;283;4
20317;4416;33;170;4;14;yes;yes;yes;283;4
20318;5010;25;214;4;14;yes;no;yes;283;4
20319;2555;33;212;4;14;no;no;yes;283;3
20320;1909;33;340;8;17;no;no;yes;283;2
20321;2302;50;240;4;14;no;no;no;283;3
20322;5132;33;107;2;14;yes;no;yes;283;2
20323;4321;66;340;8;15;no;no;yes;283;5
20324;2056;66;214;4;14;no;no;yes;283;4
20325;5411;25;107;2;14;yes;no;yes;283;2
20326;5152;25;426;8;14;no;no;yes;283;2
20327;3170;33;340;4;15;no;no;yes;283;5
20328;4077;66;340;8;15;no;no;yes;283;4
20329;2339;33;340;8;14;yes;no;yes;283;3
20330;1822;50;240;4;15;no;no;yes;283;5
20331;4404;33;214;4;14;yes;no;yes;283;6
20332;4595;33;212;4;14;yes;no;no;283;6
20333;2604;33;528;16;14;no;no;yes;283;6
20334;5132;33;212;4;14;no;no;yes;283;3
20335;1695;25;528;16;14;no;no;yes;283;4
20336;4225;33;340;8;15;yes;no;yes;283;6
20337;2446;66;426;8;14;no;no;yes;283;1
20338;5412;33;340;8;14;yes;yes;yes;283;4
20339;1647;25;426;8;15;no;no;yes;283;4
20340;5020;33;120;4;14;yes;no;no;283;4
20341;1982;33;214;4;14;no;no;yes;283;5
20342;4050;50;340;8;15;yes;no;yes;283;5
20343;1507;33;340;8;17;no;no;yes;283;6
20344;1971;33;528;16;14;no;no;yes;283;3
20345;4944;66;214;4;15;no;no;yes;283;6
20346;3992;66;340;8;15;yes;no;yes;283;4
20347;5597;50;214;4;14;no;no;yes;283;3
20348;5451;33;340;4;14;no;no;no;283;5
20349;2803;25;107;4;14;no;no;yes;283;3
20350;2626;33;426;8;15;no;no;yes;283;4
20351;4833;25;120;4;14;no;no;no;283;1
20352;4354;50;426;8;14;no;no;yes;283;5
20353;4716;25;214;4;14;no;no;yes;283;5
20354;2519;66;340;4;15;no;no;yes;283;6
20355;2396;66;107;2;14;no;no;yes;283;3
20356;5180;66;245;8;15;yes;no;yes;283;5
20357;5357;33;340;8;17;no;no;yes;283;6
20358;3062;66;107;2;14;no;no;yes;283;5
20359;4049;25;120;4;14;no;no;yes;283;6
20360;2155;25;214;4;14;no;no;yes;283;2
20361;3288;66;170;4;14;yes;yes;yes;283;1
20362;4679;50;214;4;14;no;no;yes;283;1
20363;2192;33;426;8;14;yes;no;yes;283;1
20364;2742;66;340;8;17;yes;no;yes;283;6
20365;2067;66;245;8;15;yes;no;yes;283;4
20366;3220;33;250;8;15;yes;no;yes;283;4
20367;5509;66;528;16;14;no;no;yes;283;1
20368;2877;33;230;4;14;no;no;yes;283;6
20369;4858;66;214;4;14;no;no;yes;283;4
20370;2402;50;340;4;14;no;no;yes;283;5
20371;4194;50;340;4;17;no;no;yes;283;2
20372;2605;66;210;4;15;no;no;yes;283;4
20373;5108;33;120;4;14;no;no;no;283;6
20374;2383;66;540;16;17;yes;no;yes;283;6
20375;4802;66;528;16;15;no;no;yes;283;5
20376;1547;66;545;8;14;no;no;yes;283;6
20377;5294;33;170;4;14;no;no;yes;283;1
20378;1676;50;340;8;17;no;no;yes;283;2
20379;3657;25;107;2;14;no;no;yes;283;4
20380;2599;33;426;8;14;no;no;yes;283;1
20381;1725;33;230;4;15;no;no;yes;283;5
20382;5312;50;528;16;14;no;no;yes;283;4
20383;1915;33;426;8;14;yes;no;yes;283;3
20384;4342;33;120;4;14;no;no;no;283;1
20385;2418;50;528;16;15;no;no;yes;283;2
20386;5558;33;107;2;14;no;no;yes;283;2
20387;2514;33;214;4;14;no;no;yes;283;1
20388;2223;33;1370;8;14;no;no;yes;283;4
20389;3436;33;340;8;15;no;no;yes;283;4
20390;3756;25;214;4;15;no;no;yes;283;5
20391;2365;66;545;8;17;no;no;yes;283;4
20392;1644;25;214;4;14;no;no;yes;283;5
20393;4052;33;250;4;15;no;no;yes;283;1
20394;4161;66;545;8;15;no;no;yes;283;5
20395;1863;50;528;16;14;no;no;yes;283;2
20396;3049;50;107;2;15;no;no;yes;283;2
20397;2078;66;426;8;14;yes;no;yes;283;3
20398;3136;33;170;4;15;yes;yes;yes;283;6
20399;1921;66;340;4;14;no;no;yes;283;4
20400;3595;66;340;8;17;no;no;yes;283;6
20401;5401;25;170;4;14;no;no;yes;283;4
20402;2856;25;528;16;15;no;no;yes;283;2
20403;5085;50;214;4;14;no;no;yes;283;1
20404;4770;33;120;4;14;yes;no;no;283;5
20405;5574;66;426;8;14;no;no;yes;283;2
20406;3353;25;528;16;14;no;no;yes;283;3
20407;4644;66;107;2;15;no;no;yes;283;1
20408;3520;66;340;4;14;no;no;yes;283;3
20409;3533;50;230;4;15;no;no;yes;283;5
20410;4481;50;214;4;14;yes;no;yes;283;2
20411;4634;33;214;4;14;no;no;yes;283;2
20412;1786;25;170;4;15;no;no;yes;283;4
20413;4597;33;210;4;15;no;no;yes;283;3
20414;5584;33;340;8;14;no;no;yes;283;1
20415;3206;66;527;4;15;no;no;no;283;3
20416;2469;66;528;16;14;no;no;yes;283;1
20417;2138;66;120;4;14;no;no;no;283;4
20418;1581;33;107;2;15;no;no;yes;283;6
20419;4734;33;340;4;14;yes;no;no;283;2
20420;2984;66;527;8;15;no;no;no;283;5
20421;2235;25;528;16;14;no;no;yes;283;4
20422;3363;50;210;4;15;no;no;yes;283;6
20423;5294;50;130;4;14;no;no;yes;283;4
20424;3487;25;170;4;14;no;no;yes;283;3
20425;3884;25;170;4;14;no;no;yes;283;6
20426;2529;33;340;4;15;no;no;yes;283;5
20427;4340;33;214;4;14;yes;no;yes;283;3
20428;2046;33;80;2;14;no;no;yes;283;5
20429;3276;33;545;8;17;no;no;yes;283;1
20430;4534;50;240;4;14;no;no;yes;283;3
20431;2705;33;528;16;14;no;no;yes;283;5
20432;2591;33;528;16;14;no;no;yes;283;3
20433;2756;33;120;4;14;no;no;no;283;6
20434;4138;25;212;4;14;no;no;no;283;4
20435;5020;25;120;4;14;yes;no;no;283;3
20436;5113;66;528;16;14;yes;no;yes;283;4
20437;4751;25;107;2;15;no;no;yes;283;3
20438;3340;25;426;8;14;no;no;yes;283;6
20439;5313;33;120;4;14;no;no;no;283;4
20440;2778;50;528;16;14;yes;no;yes;283;6
20441;4841;50;107;2;14;no;no;yes;283;5
20442;2244;33;528;16;14;no;no;yes;283;3
20443;1524;33;528;16;14;yes;no;yes;283;2
20444;1676;33;545;8;15;no;no;yes;283;2
20445;5332;33;212;4;14;no;no;no;283;5
20446;5142;66;528;16;14;no;no;yes;283;6
20447;5073;33;528;16;14;no;no;yes;283;3
20448;5450;66;245;4;15;no;no;no;283;4
20449;2065;50;107;2;14;no;no;yes;283;2
20450;4799;33;426;8;14;no;no;yes;283;5
20451;1732;33;340;4;14;no;no;yes;283;6
20452;5486;33;107;2;14;no;no;yes;283;4
20453;3229;33;107;2;14;no;no;yes;283;6
20454;2380;50;340;8;14;no;no;yes;283;2
20455;1820;66;214;4;14;no;no;yes;283;5
20456;3386;33;528;16;15;no;no;yes;283;5
20457;2891;50;230;8;15;no;no;yes;283;4
20458;4298;66;340;8;15;yes;no;yes;283;1
20459;4965;50;340;8;15;yes;no;yes;283;3
20460;4706;25;107;2;14;no;no;yes;283;1
20461;3524;33;170;4;14;yes;yes;yes;283;2
20462;3676;33;214;4;14;no;no;yes;283;6
20463;3523;33;214;4;14;no;no;yes;283;2
20464;2288;33;170;4;14;no;no;yes;283;2
20465;2536;50;340;4;14;no;no;yes;283;4
20466;5251;33;1370;4;15;no;no;yes;283;3
20467;2111;33;214;4;14;no;no;yes;283;1
20468;4665;66;214;4;14;yes;no;yes;283;4
20469;2835;33;426;8;14;no;no;yes;283;4
20470;2156;66;107;2;14;yes;no;yes;283;1
20471;4139;50;214;4;14;no;no;yes;283;6
20472;4436;66;107;2;14;no;no;yes;283;4
20473;4472;66;340;8;15;yes;yes;yes;283;6
20474;2814;25;170;4;17;no;no;yes;283;5
20475;3226;25;214;4;14;no;no;yes;283;3
20476;1710;66;340;16;15;yes;no;yes;283;1
20477;2533;33;107;2;14;yes;no;yes;283;6
20478;3650;66;525;8;17;yes;no;yes;283;6
20479;4505;25;107;2;14;no;no;yes;283;3
20480;5370;25;170;4;14;yes;yes;yes;283;6
20481;5599;66;450;8;15;no;no;yes;283;1
20482;2736;33;545;8;14;no;no;yes;283;5
20483;2658;50;107;2;14;no;no;yes;283;2
20484;2926;66;426;8;15;no;no;yes;283;5
20485;3882;50;340;8;15;yes;yes;yes;283;6
20486;2952;66;107;2;14;no;no;yes;283;4
20487;3204;33;528;16;14;yes;no;yes;283;6
20488;5211;33;130;4;14;no;no;yes;283;6
20489;4749;50;340;8;17;yes;no;yes;283;6
20490;4683;66;340;16;17;yes;no;yes;283;1
20491;2701;33;545;4;15;no;no;yes;283;6
20492;4417;25;120;4;14;no;no;no;283;1
20493;2281;33;130;4;14;no;no;yes;283;5
20494;1605;50;130;4;14;no;no;yes;283;3
20495;3316;50;340;8;15;yes;no;yes;283;3
20496;1655;33;250;4;15;yes;no;yes;283;4
20497;2612;33;170;4;14;no;no;yes;283;2
20498;2719;33;426;8;14;no;no;yes;283;3
20499;4579;66;130;4;14;no;no;yes;283;6
20500;3559;66;340;4;17;no;no;yes;283;5
20501;2919;33;107;2;14;no;no;yes;283;5
20502;3630;50;340;4;14;yes;yes;yes;283;5
20503;5389;50;170;4;14;yes;yes;yes;283;4
20504;5503;25;426;8;14;yes;no;yes;283;3
20505;4625;33;212;4;14;no;no;yes;283;3
20506;3062;66;340;4;14;no;no;yes;283;6
20507;4367;33;340;8;15;no;no;yes;283;1
20508;4141;33;245;8;14;yes;no;no;283;4
20509;3871;50;107;2;14;no;no;yes;283;4
20510;4730;66;528;16;14;no;no;yes;283;4
20511;1824;33;212;4;17;no;no;yes;283;6
20512;4983;66;340;4;14;yes;yes;yes;283;5
20513;2867;25;170;4;15;no;no;yes;283;2
20514;3140;66;424;16;15;yes;no;yes;283;3
20515;2914;66;450;16;15;yes;no;yes;283;3
20516;2006;33;528;16;14;no;no;yes;283;1
20517;4906;66;424;16;17;yes;no;yes;283;4
20518;2499;33;528;16;15;no;no;yes;283;5
20519;4710;33;212;4;14;yes;yes;yes;283;3
20520;3216;50;107;2;14;yes;no;yes;283;2
20521;1586;66;450;8;15;yes;no;yes;283;6
20522;4487;50;528;16;14;no;no;yes;283;5
20523;1862;33;245;8;14;no;no;no;283;3
20524;5032;66;250;4;15;yes;no;yes;283;4
20525;2844;66;250;4;15;no;no;yes;283;1
20526;3938;50;426;8;14;no;no;yes;283;5
20527;5153;33;120;4;14;no;no;no;283;6
20528;4821;50;426;8;15;no;no;yes;283;5
20529;4058;66;424;16;15;yes;yes;yes;283;6
20530;5216;33;107;2;14;no;no;yes;283;4
20531;4926;66;545;4;15;no;no;yes;283;4
20532;3622;50;528;16;14;no;no;yes;283;5
20533;4680;66;450;16;15;yes;no;yes;283;5
20534;3967;66;340;16;15;yes;no;yes;283;6
20535;4675;25;120;4;14;yes;no;no;283;5
20536;4182;33;250;4;14;no;no;yes;283;4
20537;5244;33;340;8;15;no;no;yes;283;5
20538;5225;25;120;4;14;yes;no;no;283;3
20539;4626;33;107;2;15;no;no;yes;283;4
20540;2936;33;340;8;17;no;no;yes;283;1
20541;2926;66;450;4;15;no;no;yes;283;6
20542;2814;50;340;4;15;no;no;yes;283;5
20543;3071;66;426;8;14;no;no;yes;283;6
20544;4354;33;426;8;15;no;no;yes;283;1
20545;2457;66;340;8;17;no;no;yes;283;2
20546;2299;33;528;16;14;no;no;yes;283;3
20547;2681;50;426;8;14;no;no;yes;283;6
20548;3507;33;214;4;14;no;no;yes;283;1
20549;2138;25;212;4;14;no;no;yes;283;4
20550;2305;25;528;16;14;yes;no;yes;283;3
20551;5107;33;240;4;14;no;no;no;283;6
20552;2374;50;426;8;14;yes;no;yes;283;2
20553;1638;66;245;4;15;yes;no;no;283;6
20554;5324;50;170;4;14;no;no;yes;283;5
20555;2014;66;424;8;15;yes;no;yes;283;6
20556;4113;33;212;4;15;no;no;yes;283;3
20557;3731;33;214;4;15;no;no;yes;283;3
20558;5018;66;214;4;14;no;no;yes;283;3
20559;1906;50;340;4;14;no;no;yes;283;2
20560;3209;33;107;2;14;no;no;yes;283;1
20561;4032;25;212;4;14;no;no;yes;283;5
20562;1527;66;1370;4;15;no;no;yes;283;3
20563;1795;33;212;4;15;no;no;yes;283;4
20564;4417;66;528;16;15;no;no;yes;283;6
20565;5416;33;212;4;14;no;no;yes;283;3
20566;1849;66;340;16;15;yes;no;yes;259;5
20567;2557;66;340;16;15;yes;no;yes;259;4
20568;2171;66;528;16;15;no;no;yes;259;2
20569;4158;66;452;8;14;no;no;yes;259;2
20570;5064;33;120;4;14;no;no;no;259;6
20571;4394;33;214;4;15;no;no;yes;259;2
20572;5057;66;528;16;14;no;no;yes;259;4
20573;2323;25;107;2;14;no;no;yes;259;2
20574;5375;33;528;16;14;no;no;yes;259;4
20575;4164;25;212;4;14;no;no;yes;259;6
20576;3537;25;120;4;14;no;no;no;259;3
20577;4364;25;212;4;14;yes;yes;yes;259;4
20578;1708;66;527;8;15;no;no;no;259;4
20579;5537;66;424;8;15;yes;no;yes;259;3
20580;4826;50;426;8;14;yes;yes;yes;259;5
20581;2487;33;214;4;15;no;no;yes;259;2
20582;3194;33;214;8;14;no;no;yes;259;6
20583;4741;33;452;8;14;no;no;yes;259;6
20584;1761;33;212;4;17;no;no;yes;259;3
20585;2486;33;528;16;15;no;no;yes;259;6
20586;2740;50;214;4;14;no;no;yes;259;1
20587;2018;25;426;8;14;yes;yes;yes;259;2
20588;4655;25;120;4;14;yes;no;no;259;3
20589;3744;66;424;8;17;yes;no;yes;259;5
20590;2694;50;107;2;14;yes;yes;yes;259;4
20591;1886;66;424;16;17;yes;no;yes;259;6
20592;3551;25;120;4;14;no;no;no;259;4
20593;5432;33;528;16;15;no;no;yes;259;2
20594;2763;50;426;8;15;no;no;yes;259;1
20595;2428;66;340;16;17;yes;no;yes;259;6
20596;4836;66;340;4;15;no;no;yes;259;1
20597;2008;66;340;8;17;no;no;yes;259;6
20598;1570;66;528;8;15;no;no;yes;259;4
20599;5492;66;340;8;15;no;no;yes;259;1
20600;1844;50;426;8;14;no;no;yes;259;3
20601;4830;66;340;4;14;no;no;yes;259;6
20602;1705;33;214;4;14;yes;yes;yes;259;5
20603;3155;50;214;4;14;no;no;yes;259;6
20604;5463;33;340;8;17;no;no;yes;259;1
20605;4253;66;245;8;15;yes;no;yes;259;1
20606;4755;25;426;8;14;no;no;yes;259;3
20607;3509;50;426;8;14;no;no;yes;259;2
20608;2624;50;230;8;15;yes;yes;yes;259;6
20609;2012;33;120;4;14;no;no;no;259;2
20610;2152;33;424;8;14;no;no;yes;259;6
20611;1914;66;340;8;17;no;no;yes;259;5
20612;4162;66;450;8;15;yes;no;yes;259;4
20613;4835;66;1370;8;14;no;no;yes;259;4
20614;5053;66;527;16;17;yes;no;yes;259;3
20615;4844;66;245;4;15;no;no;no;259;5
20616;3290;66;214;4;14;no;no;yes;259;4
20617;5421;50;424;4;17;no;no;yes;259;1
20618;1588;33;212;4;17;no;no;yes;259;3
20619;4227;66;424;16;15;yes;no;yes;259;3
20620;2559;33;340;8;17;no;no;yes;259;2
20621;2964;33;424;8;14;yes;yes;yes;259;4
20622;3028;25;120;4;14;no;no;no;259;6
20623;5577;66;107;2;14;yes;yes;yes;259;5
20624;2905;25;120;4;14;no;no;no;259;4
20625;1548;66;340;8;15;no;no;yes;259;5
20626;2100;33;528;16;14;no;no;yes;259;2
20627;5262;33;212;4;14;yes;yes;yes;259;1
20628;2420;66;545;8;15;no;no;yes;259;5
20629;3820;33;426;8;14;no;no;yes;259;1
20630;1791;25;120;4;14;yes;no;no;259;6
20631;1766;66;528;16;15;no;no;yes;259;1
20632;4635;66;426;8;15;no;no;yes;259;6
20633;2781;33;107;2;15;no;no;yes;259;5
20634;5538;66;527;4;15;yes;no;no;259;1
20635;5517;66;424;8;15;no;no;yes;259;3
20636;3459;66;528;16;14;no;no;yes;259;2
20637;1882;50;240;4;14;no;no;no;259;2
20638;4709;66;424;4;14;yes;yes;yes;259;3
20639;1724;33;545;8;15;no;no;yes;259;4
20640;1886;33;340;4;15;no;no;yes;259;5
20641;4017;25;214;4;14;yes;yes;yes;259;4
20642;1755;33;212;4;14;no;no;no;259;3
20643;1522;66;426;8;14;yes;yes;yes;259;1
20644;4883;33;424;8;17;no;no;yes;259;6
20645;4632;66;450;16;15;yes;no;yes;259;4
20646;4887;25;528;16;14;yes;yes;yes;259;3
20647;3477;33;107;2;14;no;no;yes;259;2
20648;2738;66;545;8;14;no;no;yes;259;6
20649;1663;66;107;2;14;no;no;yes;259;6
20650;5298;50;245;4;15;yes;yes;yes;259;5
20651;4486;50;214;4;14;no;no;yes;259;4
20652;4277;66;340;8;15;no;no;yes;259;2
20653;4128;33;212;4;14;yes;no;no;259;5
20654;2244;25;214;4;14;no;no;yes;259;3
20655;3528;33;212;4;14;no;no;yes;259;2
20656;2446;50;528;16;14;no;no;yes;259;5
20657;2946;66;245;4;15;yes;yes;yes;259;4
20658;3335;33;107;2;14;yes;yes;yes;259;1
20659;2013;25;212;4;14;no;no;no;259;3
20660;4357;66;340;8;15;yes;yes;yes;259;6
20661;4311;66;107;2;15;no;no;yes;259;1
20662;2114;50;528;16;15;no;no;yes;259;6
20663;4865;33;245;4;14;no;no;yes;259;5
20664;4920;33;214;4;14;no;no;yes;259;4
20665;5559;33;120;4;14;no;no;no;259;5
20666;3857;33;230;4;14;no;no;yes;259;4
20667;5012;50;340;8;17;no;no;yes;259;5
20668;3264;33;340;8;15;no;no;yes;259;4
20669;4412;25;214;4;14;no;no;yes;259;3
20670;2392;33;107;2;14;no;no;yes;259;4
20671;5102;33;340;8;15;yes;no;yes;259;1
20672;2470;50;424;8;15;yes;no;yes;259;4
20673;2707;33;426;8;14;yes;yes;yes;259;5
20674;2988;50;528;16;14;no;no;yes;259;4
20675;2991;33;528;16;14;no;no;yes;259;6
20676;5172;33;107;2;14;no;no;yes;259;6
20677;4592;66;245;4;15;no;no;yes;259;4
20678;3889;25;528;8;14;no;no;yes;259;4
20679;2957;33;214;4;14;no;no;yes;259;6
20680;3958;33;107;2;14;no;no;yes;259;4
